Source,Target,Type,Name,Year,Partnerhip Type,Weight
14,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
6,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
8,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
26,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
15,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
16,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
10,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
10,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
10,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
10,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
10,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
41,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
41,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
41,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
41,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
7,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
7,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
7,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
4,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
4,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
29,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,4,Undirected,Food Systems Summit 2021,2021,Collaborative partnerhip,0.33333333
5,18,Undirected,Food Systems Summit 2021,2021,Collaborative partnerhip,0.33333333
4,18,Undirected,Food Systems Summit 2021,2021,Collaborative partnerhip,0.33333333
18,13,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
18,45,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
18,49,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
13,45,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
13,49,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
45,49,Undirected,Forest and Farm Facility,2012,Coordinated activity,0.16666667
49,18,Undirected,Forest Products Annual Market Review,2021,Co-authorship,1
1,20,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
1,26,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
1,18,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
1,28,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
20,26,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
20,18,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
20,28,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
26,18,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
26,28,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
18,28,Undirected,Fostering Sustainability and Resilience for Food Security in Sub-Saharan Africa – An Integrated Approach,2014,Co-authorship,0.1
14,44,Undirected,Friends of EbA (Ecosystem-based Adaption),2008,Coordinated activity,0.333333333
14,13,Undirected,Friends of EbA (Ecosystem-based Adaption),2008,Coordinated activity,0.333333333
44,13,Undirected,Friends of EbA (Ecosystem-based Adaption),2008,Coordinated activity,0.333333333
1,17,Undirected,"From Coast to Coast, Celebrating 20 years of Transboundary Management of our shared oceans",2016,Co-authorship,1
24,25,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
24,5,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
24,14,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
24,26,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
24,8,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
24,11,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
25,5,Undirected,Frontier Technologies to Protect the Environment and Tackle Climate Change,2020,Co-authorship,0.04761905
